Term,Domain,Definition,Category,Related terms,Reference description,Reference source,Publication Title,Authors,Jorunal,Year,Volume,Issue,Edition,Publisher,DOI,PMID,Link to reference,Creation Date,Date of change,Comments,Term ID,
sensitivity,Public Health,the ability of a test/case definition/surveillance system to identify true cases; the proportion of people with a health condition (or the proportion of outbreaks) that are identified by a screening test or case definition or surveillance system).,Sampling and laboratory testing,,CDC glossary,,,,,,,,,,,,https://www.cdc.gov/ophss/csels/dsepd/ss1978/glossary.html,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978204_sensitivity_Public Health,1551347978204
sensitivity,Food Safety,The sensitivity is the ability/probanility of the method to detect the analyte when it is present.,Sampling and laboratory testing,,NordVal-protocol Slight modification,,,,,,,,,,,,https://www.nmkl.org/dokumenter/nordval/NordVal-protocol-No-1_Micro_September-2018.pdf,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978289_sensitivity_Food Safety,1551347978289
sensitivity,Animal Health,The sensitivity of a diagnostic method is the proportion of true positives that are detected with the method,Sampling and laboratory testing,,"Thrusfield, Veterinary Epidemiology",,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978290_sensitivity_Animal Health,1551347978290
sensitivity analysis,Food Safety,A method used to examine the behaviour of a model by measuring the variation in its outputs resulting from changes to its inputs.,Regulatory; Data processing and analysis,,Codex Alimentarius (PRINCIPLES AND GUIDELINES FOR THE CONDUCT OF MICROBIOLOGICAL RISK ASSESSMENT),,,,,,,,,,,,https://bit.ly/2NmWoop,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977746_sensitivity analysis_Food Safety,1551347977746
sentinel surveillance,Public Health,a surveillance system that uses a prearranged sample of sources from a selected group of participants (e.g. physicians hospitals laboratories and other institutions) who have agreed to report all cases of a specific disease/ syndrome/laboratory confirmed reports of a specified pathogen,Type of study,,"ECDC, CDC glossary",,,,,,,,,,,,https://www.cdc.gov/ophss/csels/dsepd/ss1978/glossary.html,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977773_sentinel surveillance_Public Health,1551347977773
sentinel surveillance,Animal Health,Repeated collection of information from the same selected sites or groups of animals (e.g. veterinary practices laboratories herds or animals) to identify changes in the health status of a specified population over time. These sentinels should act as a proxy for the larger population of interest; they may be selected on the basis of risk but can also be selected randomly or on the basis of convenience or compliance. Sentinel surveillance is frequently used for early detection of vector-borne disease and can also be used for estimation of prevalence of endemic disease.,Type of study,,RiskSur,,,,,,,,,,,,https://www.fp7-risksur.eu/terminology/glossary,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978159_sentinel surveillance_Animal Health,1551347978159
sequence data,Common Term,"The raw reads produced from basecalling, usually saved in FASTQ format for NGS data.",Sampling and laboratory testing; Data processing and analysis,,FOHM,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978283_sequence data_Common Term,1551347978283
serological surveillance,Public Health,"public health surveillance based on serological testing of characteristic changes in the serum level of specific antibodies. Latent, subclinical infections and carrier states can thus be detected in addition to clinically overt cases",Type of study,,"Adapted from Dictionary of Epidemiology: A Dictionary of Epidemiology, Sixth Edition Edited by Miquel Porta ISBN: 978-0-199-97672-0",,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978150_serological surveillance_Public Health,1551347978150
serotype,Food Safety,Definition shared with public health.,Sampling and laboratory testing; Epidemiology,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978036_serotype_Food Safety,1551347978036
serotype,Public Health,"The phenotypic serological profile of an organism, typically the somatic and flagella antigens?.",Sampling and laboratory testing; Epidemiology,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978252_serotype_Public Health,1551347978252
serotype,Common Term,"The phenotypic serological profile of an organism, typically the somatic and flagella antigens.",Sampling and laboratory testing; Epidemiology,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978254_serotype_Common Term,1551347978254
serovars,Food Safety,Same as serotype. The term serovar has substituted the term serotype in Salmonella nomenclature.,Sampling and laboratory testing; Epidemiology,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978163_serovars_Food Safety,1551347978163
serovars,Public Health,"The phenotypic serological profile of an organism, typically the somatic and flagella antigens?.",Sampling and laboratory testing; Epidemiology,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978253_serovars_Public Health,1551347978253
shelf-life,Public Health,Definition shared with food safety,Food Safety,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978006_shelf-life_Public Health,1551347978006
shelf-life,Food Safety,"either the period corresponding to the period preceding the‘use by’ or the minimum durability date, as defined respectively in Articles 9 and 10 of Directive 2000/13/EC",Food Safety,,REGULATION (EC) No 2073/2005,,,,,,,,,,,,https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2005:338:0001:0026:EN:PDF,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978057_shelf-life_Food Safety,1551347978057
single linkage tree,Common Term,"a NJ method in which the distance between two clusters is the shortest distance between two entries in the clusters, i.e. the single shortest link.",Data processing and analysis,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347977750_single linkage tree_Common Term,1551347977750
single nucleotide polymorphism (SNP),Common Term,single site in any DNA sequence for which the identity of the nucleotide differs among individuals.,Sampling and laboratory testing; Data processing and analysis,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978178_single nucleotide polymorphism (SNP)_Common Term,1551347978178
single sample,Food Safety,One sample taken for analysis is representing the sampling unit (eg carcass/ meat cut).,Sampling and laboratory testing,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978129_single sample_Food Safety,1551347978129
SNP analysis,Common Term,"detection of SNPs in WGS data from a set of indiviual isolates, followed by a cluster analyses based on the SNPs",Sampling and laboratory testing; Data processing and analysis,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978049_SNP analysis_Common Term,1551347978049
SNP tree,Common Term,comparison of SNPs can be compared across several isolates and the differences can be used to create trees depicting relatedness among the isolates.,Sampling and laboratory testing; Data processing and analysis,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347977841_SNP tree_Common Term,1551347977841
source (of infection),Common Term,"the person, animal, object, or substance from which an infectious agent is transmitted, either directly or indirectly, to a host.",Epidemiology,,Adapted from CDC glossary,,,,,,,,,,,,https://www.cdc.gov/ophss/csels/dsepd/ss1978/glossary.html,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978251_source (of infection)_Common Term,1551347978251
specificity,Public Health,"the ability or a test, case definition, or surveillance system to exclude persons without the health condition of interest; the proportion of persons without a health condition that are correctly identified as such by a screening test, case definition, or surveillance system.",Epidemiology,,CDC glossary,,,,,,,,,,,,https://www.cdc.gov/ophss/csels/dsepd/ss1978/glossary.html,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978206_specificity_Public Health,1551347978206
specificity,Animal Health,The proportion of true negativesthat are detected,Sampling and laboratory testing,,"Thrusfield, Veterinary Epidemiology",,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978276_specificity_Animal Health,1551347978276
specificity,Animal Health,The proportion of true negativesthat are detected,Epidemiology,,"Thrusfield, Veterinary Epidemiology",,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978277_specificity_Animal Health,1551347978277
specificity,Food Safety,The specificity is the ability of the method correctly not to detect the target microorganism when not present (not dependent of prevalence),Sampling and laboratory testing,,NordVal-protocol,,,,,,,,,,,,https://www.nmkl.org/dokumenter/nordval/NordVal-protocol-No-1_Micro_September-2018.pdf,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978291_specificity_Food Safety,1551347978291
specimen,Food Safety,unit or portion of a matter that is sampled and intended to be analysed,Sampling and laboratory testing,,"EFSA, Manual for reporting on 2017 zoonoses data",,,,,,,,,,,,https://efsa.onlinelibrary.wiley.com/doi/epdf/10.2903/sp.efsa.2018.EN-1370,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978306_specimen_Food Safety,1551347978306
"stages of production, processing and distribution",Food Safety,"any stage, including import, from and including the primary production of a food, up to and including its storage, transport, sale or supply to the final consumer and, where relevant, the importation, production, manufacture, storage, transport, distribution, sale and supply of feed",Food Safety; Sampling and laboratory testing,,REGULATION (EC) No 178/2002,,,,,,,,,,,,https://www.fsai.ie/uploadedFiles/Legislation/Food_Legisation_Links/General_Principles_of_Food_Law/Consol_Reg178_2002.pdf,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,"1551347977812_stages of production, processing and distribution_Food Safety",1551347977812
standardisation,Common Term,process of developing and agreeing upon technical standards.,Sampling and laboratory testing,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978145_standardisation_Common Term,1551347978145
strain,Common Term,bacteria that has been characterised at some level,Sampling and laboratory testing,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347977821_strain_Common Term,1551347977821
Structural interoperability,Common Term,"Structural interoperability is an intermediate level that defines the structure or format of data exchange (i.e., the message format standards) where there is uniform movement of surveillance data from one system to another such that the operational purpose and meaning of the data is preserved and unaltered. Structural interoperability defines the syntax of the data exchange. It ensures that data exchanges between information technology systems can be interpreted at the data field level.",ORION-specific; Data processing and analysis,,,,,,,,,,,,,,ORION definition: Modified for OHS from the original available at: https://www.himss.org/library/interoperability-standards/what-is-interoperability,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978188_Structural interoperability_Common Term,1551347978188
subtyping,Common Term,"high discriminatory typing methods used for defining phenotype, genotype, molecular type and cluster type",Sampling and laboratory testing,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978074_subtyping_Common Term,1551347978074
Summary Progress Report (SPR),Common Term,"Project monitoring and accountability are the main objectives of progress reports. The typical progress report gives some summary of the project goal, states the progress made toward that goal during the reporting period, discusses significant costs and scheduling issues, and lists future objectives to be carried out. Generally, progress reports are prepared at intervals, most frequently at quarterly intervals of the fiscal year. The intervals are often specified in the initial project proposal. Research organizations use progress reports to inform funding organizations, government or commercial, of their work progress. Internal research workers use progress reports to report on their work to managers and others within their own organizations. Progress reports are useful tools for management in keeping track of work progress in their groups, and they also furnish researchers a structure for monitoring their own commitments and levels of support.",ORION-specific,,,,,,,,,,,,,,http://web.mit.edu/course/21/21.guide/progress.htm,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978147_Summary Progress Report (SPR)_Common Term,1551347978147
surveillance,Food Safety,"A careful observation of one or more food or feed businesses, food or feed business operators or their activities (in the context of the food and feed control Regulation (EC) No 882/2004). In general it means a close and continuous observation for the purpose of control. As opposed to monitoring active control measures are frequently taken when positive cases are detected. This type of programme does not necessarily have a defined target for reducing the occurrence of diseases/ contamination.",Type of study,,EFSA samplingstrategy.xlsx,,,,,,,,,,,,tiny.cc/86tc0y,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347977713_surveillance_Food Safety,1551347977713
surveillance,Animal Health,The systematic continuous or repeated measurement collection collation analysis interpretation and timely dissemination of animal health and welfare related data from defined populations. These data are then used to describe health hazard occurrence and to contribute to the planning implementation and evaluation of risk mitigation actions,Type of study,,RiskSur,,,,,,,,,,,,https://www.fp7-risksur.eu/terminology/glossary,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347978293_surveillance_Animal Health,1551347978293
surveillance objective,Food Safety,Definition shared with animal health.,Regulatory,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:25 GMT+0100 (MEZ),,1551347977880_surveillance objective_Food Safety,1551347977880
